batch_id,timestamp,store_id,store_name,store_type,address,lat,lng,in_store_stock,sap_stock,price,mrp
20260318_233216,2026-03-18 23:32:35,40,Lengkong Tiga,FairPrice,"Blk 110 Lengkong Tiga, #01-233/235, 410110",1.3236534523481,103.910853633161,-1,-1,0,0
20260318_233216,2026-03-18 23:32:35,41,Geylang Lorong 38,FairPrice,612/620 Geylang Lorong 38 389551,1.31415001272084,103.888544866086,2,2,3.75,4.95
20260318_233216,2026-03-18 23:32:36,43,Scotts Square,FairPrice Finest,"6 Scotts Road #B1-03 to 07 and #B1-10 Scotts Square, 228209",1.30579942993543,103.833074706219,-1,-1,0,0
20260318_233216,2026-03-18 23:32:37,44,PSA Branch,FairPrice,"460 Alexandra Road, #01-09 and #01-16, 119963",1.27414893629254,103.801399416665,36,36,3.75,4.95
20260318_233216,2026-03-18 23:32:37,45,Hyper Changi (FPS),FairPrice Xtra,"8 Changi Business Park Ave 1, #01-51 & #02-51, 486018",1.334822667363,103.963905761359,214,256,3.75,4.95
20260318_233216,2026-03-18 23:32:38,46,Zhong Shan Park,FairPrice,"20 Ah Hood Road #02-01 Zhong Shan Park, 329984",1.32809,103.84753,14,14,3.75,4.95
20260318_233216,2026-03-18 23:32:38,47,Chinatown Point,FairPrice,"133 New Bridge Road, #B1-01 Chinatown Point, 059413",1.28526967945116,103.845037770312,2,2,3.75,4.95
20260318_233216,2026-03-18 23:32:39,48,100AM,FairPrice Finest,"100 Tras Street #B1-01 100AM, 079027",1.27852,103.84447,-1,-1,0,0
20260318_233216,2026-03-18 23:32:39,49,Woodlands Ave 1,FairPrice,"Blk 570B Woodlands Ave 1, #01-06, 732570",1.43106395485681,103.790454078756,-1,-1,0,0
20260318_233216,2026-03-18 23:32:40,50,Valley Point,FairPrice Finest,"491 River Valley Road #01-14 Valley Point, 248371",1.29304,103.82693,47,47,3.75,4.95
20260318_233216,2026-03-18 23:32:40,51,West Coast,FairPrice,"Blk 502 West Coast Drive, #01-41, 120502",1.31190695723944,103.759128018939,-1,-1,0,0
20260318_233216,2026-03-18 23:32:41,53,Redhill,FairPrice,"20 Lengkok Bahru, #01-13, 159053",1.28695647050586,103.814777617952,-1,-1,0,0
20260318_233216,2026-03-18 23:32:42,54,Jalan Bukit Merah,FairPrice,"1 Jalan Bukit Merah, #01-4500, 150001",1.28645354030174,103.808242400418,-1,-1,0,0
20260318_233216,2026-03-18 23:32:42,55,Bukit Batok HT,FairPrice,"2 Bukit Batok West Ave 7 #01-10, HomeTeamNS Bukit Batok Clubhouse, 659003",1.34661755651366,103.746951747398,-1,-1,0,0
20260318_233216,2026-03-18 23:32:43,58,Yew Tee MRT,FairPrice Finest,"61 Choa Chu Kang Drive, #01-01 Yew Tee MRT Station, 689715",1.39753506936297,103.747405150236,38,38,3.75,4.95
20260318_233216,2026-03-18 23:32:43,60,Tai Seng,FairPrice,"18 Tai Seng Street, Mapletree 18 #B1-13, 539775",1.33631557522577,103.888825620348,179,179,3.75,4.95
20260318_233216,2026-03-18 23:32:44,61,SingPost Centre,FairPrice,"10 Eunos Road 8, SingPost Centre, #B1-101 to 107, 408600",1.31885611019401,103.89406715568,-1,-1,0,0
20260318_233216,2026-03-18 23:32:45,62,Toa Payoh Blk 95,FairPrice,"Blk 95 Toa Payoh Lorong 4, #01-64/70/72, 310095",1.33889072150034,103.848993316875,0,0,3.75,4.95
20260318_233216,2026-03-18 23:32:45,63,Bendemeer Road,FairPrice,"Blk 30 Bendemeer Road, #01-871, 330030",1.319303367127,103.86404981515,-1,-1,0,0
20260318_233216,2026-03-18 23:32:46,65,111 Somerset,FairPrice Finest,"111 Somerset Road, #01-01/02, #01-21 to 30, 238164",1.30019,103.8373,-1,-1,0,0
20260318_233216,2026-03-18 23:32:46,66,Punggol Oasis (FFS),FairPrice,"681 Punggol Drive Oasis Terraces, #B1-01, 820681",1.4028784582503,103.913195741417,192,192,3.75,4.95
20260318_233216,2026-03-18 23:32:47,67,Ghim Moh Link,FairPrice,"Blk 29A, Ghim Moh Link, #01-01, 271029",1.30849288050575,103.784598100953,2,2,3.75,4.95
20260318_233216,2026-03-18 23:32:47,68,Punggol Drive Blk 612,FairPrice,"612 Punggol Drive, #01-06, 820612",1.40461030856138,103.908465597491,0,0,3.75,4.95
20260318_233216,2026-03-18 23:32:48,69,Kampung Admiralty,FairPrice,"Blk 676 Woodlands Drive 71, #B1-02, Kampung Admiralty, 730676",1.43977701476241,103.800573459822,-1,-1,0,0
20260318_233216,2026-03-18 23:32:48,70,Northpoint City,FairPrice,"1 Northpoint Drive, Northpoint City, #B2-103 to 107, 768019",1.42790289991304,103.836177650973,36,36,3.75,4.95
20260318_233216,2026-03-18 23:32:49,71,Jurong East Blk 249,FairPrice,"Blk 249 Jurong East St 24, #01-106, 600249",1.3425910516404,103.731994898696,0,0,3.75,4.95
20260318_233216,2026-03-18 23:32:49,73,Bukit Batok West,FairPrice,"Blk 166 Bukit Batok West Ave 8, #01-256/258, 650166",1.34715255032968,103.742824825591,-1,-1,0,0
20260318_233216,2026-03-18 23:32:50,74,Our Tampines Hub,FairPrice,"1 Tampines Walk, Our Tampines Hub, #B1-01, 528523",1.35330030677679,103.940525443768,5,5,3.75,4.95
20260318_233216,2026-03-18 23:32:50,76,Jurong East 345,FairPrice,"Blk 345 Jurong East St 31, #01-29, 600345",1.34551209957175,103.731219147654,20,20,3.75,4.95
20260318_233216,2026-03-18 23:32:51,77,Sengkang East Avenue,FairPrice,"Blk 279 Sengkang East Avenue, #01-05, 540279",1.38667,103.89302,-1,-1,0,0
20260318_233216,2026-03-18 23:32:51,78,Bukit Batok MRT,FairPrice,"10 Bukit Batok Central, #01-08, 659958",1.34903331201636,103.749566473809,-1,-1,0,0
20260318_233216,2026-03-18 23:32:52,79,Bukit Ho Swee,FairPrice,"Blk 50 Havelock Rd, #01-755, 160050",1.28977813910144,103.826793749912,-1,-1,0,0
20260318_233216,2026-03-18 23:32:52,80,Boon Lay Shopping Complex,FairPrice,"Blk 221 Boon Lay Place #02-200 Boon Lay Shopping Complex, 640221",1.34633552457315,103.712430373455,41,41,3.75,4.95
20260318_233216,2026-03-18 23:32:53,82,Bedok North,FairPrice,"Blk 212 Bedok North St 1, #01-147, 460212",1.326,103.93161,3,3,3.75,4.95
20260318_233216,2026-03-18 23:32:54,83,Bedok Nth Blk 89,FairPrice,"Blk 89 Bedok North St 4, #01-77/79, 460089",1.3323468349262,103.938051284737,-1,-1,0,0
20260318_233216,2026-03-18 23:32:54,84,Bukit Panjang Plaza,FairPrice Finest,"No.1 Jelebu Rd, #01-15 & #02-20 Bukit Panjang Plaza, 677743",1.38050269662711,103.764004651432,-1,-1,0,0
20260318_233216,2026-03-18 23:32:55,85,Bukit Timah Plaza,FairPrice Finest,8QQH+78 Singapore,1.3381878647609,103.778269921461,81,81,3.75,4.95
20260318_233216,2026-03-18 23:32:55,87,Clementi A (Blk 451),FairPrice,"Blk 451 Clementi Ave 3, #01-307, 120451",1.31264,103.76567,17,17,3.75,4.95
20260318_233216,2026-03-18 23:32:56,88,Clementi Blk 352,FairPrice,"Blk 352 Clementi Ave 2, #01-141/143, 120352",1.31427860227337,103.771350557894,-1,-1,0,0
20260318_233216,2026-03-18 23:32:56,89,Coronation Plaza (closed),FairPrice,"587 Bukit Timah Rd #01-01, Coronation Plaza, 269707",1.32383512178759,103.809999570047,-1,-1,0,0
20260318_233216,2026-03-18 23:32:57,90,Eastpoint,FairPrice,"3 Simei Street 6, Singapore 528833",1.3427357662661,103.9530428310648,147,147,3.75,4.95
20260318_233216,2026-03-18 23:32:57,91,Geylang East,FairPrice,"Blk 114 Aljunied Ave 2, #01-75, 380114",1.32172296225797,103.886811795181,48,48,3.75,4.95
20260318_233216,2026-03-18 23:32:58,92,Blk 202 Hougang St 21,FairPrice Finest,"Blk 202 Hougang St 21#01-00, 530202",1.35744,103.88364,21,21,3.75,4.95
20260318_233216,2026-03-18 23:32:58,93,Hougang Blk 682,FairPrice,"Blk 682 Hougang Ave 4, #01-310, 530682",1.37361830380888,103.885748856217,0,0,3.75,4.95
20260318_233216,2026-03-18 23:32:59,94,Hougang Mall,FairPrice,"90 Hougang Ave 10, Hougang Mall, #B1-07, 538766",1.37231186447501,103.893667309307,2,2,3.75,4.95
20260318_233216,2026-03-18 23:33:00,97,Jalan Teck Whye,FairPrice,"Blk 140 Teck Whye Lane, #01-351, 680140",1.38003057776619,103.753118416568,-1,-1,0,0
20260318_233216,2026-03-18 23:33:00,98,Jurong West St 41,FairPrice,"498 Jurong West Street 41, #01-426, Singapore 640498",1.34833335760515,103.724307319237,19,19,3.75,4.95
20260318_233216,2026-03-18 23:33:01,99,Kallang Bahru,FairPrice,"Blk 71 Kallang Bahru, #01-529/#02-531, 330071",1.3209929422065,103.870389998344,40,40,3.75,4.95
20260318_233216,2026-03-18 23:33:02,100,Limbang Shopping Centre,FairPrice,"Blk 533 Choa Chu Kang St 51 #01-01, Limbang Shopping Centre, 680533",1.39207387937105,103.743099576162,-1,-1,0,0
20260318_233216,2026-03-18 23:33:02,101,Lot 1 Shoppers' Mall,FairPrice,"21 Choa Chu Kang Ave 4, #B1-05 Lot 1 Shoppers' Mall, 689812",1.38493874036122,103.745022476677,-1,-1,0,0
20260318_233216,2026-03-18 23:33:02,102,Marsiling MRT Station,FairPrice,"71 Woodlands Ave 3 #01-01, Marsiling MRT Station, 739044",1.43256,103.77416,-1,-1,0,0
20260318_233216,2026-03-18 23:33:03,103,Marine Parade,FairPrice Finest,"No. 6 Marine Parade Central, 449411",1.30153,103.90699,82,82,3.75,4.95
20260318_233216,2026-03-18 23:33:03,104,New Upper Changi,FairPrice,"Blk 57 New Upper Changi Rd, #01-1334/1336/1338, 461057",1.32424554153984,103.941568704132,-1,-1,0,0
20260318_233216,2026-03-18 23:33:04,105,Serangoon North Ave 1,FairPrice,"Blk 152B Serangoon North Ave 1, #01-384, 552152",1.36979940374161,103.873033579046,23,23,3.75,4.95
20260318_233216,2026-03-18 23:33:05,107,Tampines Blk 475,FairPrice,"Blk 475 Tampines St 44, #01-145, 520475",1.36032331939995,103.953129640464,51,51,3.75,4.95
20260318_233216,2026-03-18 23:33:05,108,Tampines Mall,FairPrice,"4 Tampines Central 5, #B1-12 Tampines Mall, 529510",1.35250468330971,103.944682574769,49,49,3.75,4.95
20260318_233216,2026-03-18 23:33:06,109,Telok Blangah,FairPrice,"Blk 78A Telok Blangah St 32, #01-01/02, 101078",1.27338251992557,103.808934870512,-1,-1,0,0
20260318_233216,2026-03-18 23:33:06,110,Teban Garden,FairPrice,"Blk 37 Teban Garden Rd, #01-304/305/306, 600037",1.32053143645806,103.742652199249,-1,-1,0,0
20260318_233216,2026-03-18 23:33:07,111,Tanjong Pagar Plaza,FairPrice,"Blk 1 Tanjong Pagar Plaza, #01-01, 082001",1.2756847511494,103.842433449984,1,1,3.75,4.95
20260318_233216,2026-03-18 23:33:07,112,Thomson Plaza,FairPrice Finest,"301 Upper Thomson Rd #03-37/38 Thomson Plaza, 574408",1.35464,103.83094,20,20,3.75,4.95
20260318_233216,2026-03-18 23:33:08,113,Taman Jurong Shopping Centre,FairPrice,"Taman Jurong Shopping Centre, Blk 399 Yung Sheng Rd #01-35, 610399",1.3346654460572,103.720685511067,93,93,3.75,4.95
20260318_233216,2026-03-18 23:33:09,114,Woodlands 888,FairPrice,"Blk 888 Woodlands Dr 50, #01-757, 730888",1.4377,103.79527,0,0,3.75,4.95
20260318_233216,2026-03-18 23:33:09,115,Whitesands,FairPrice,"1 Pasir Ris Central St 3, #B1-10 Whitesands, 518457",1.37257,103.95053,47,47,3.75,4.95
20260318_233216,2026-03-18 23:33:10,116,Yung Kuang,FairPrice,"Blk 63/66 Yung Kuang Rd, #01-119/#02-119, 610063",1.33221936370928,103.722686668956,-1,-1,0,0
20260318_233216,2026-03-18 23:33:10,117,Yishun MRT,FairPrice,"301 Yishun Ave 2, #01-02, Yishun MRT Station, 769093",1.42944308477331,103.835005047246,-1,-1,0,0
20260318_233216,2026-03-18 23:33:11,118,Hougang One,FairPrice Xtra,"No.1 Hougang St 91, #02-01 Hougang 1, 538692",1.37571530699875,103.879472337592,65,65,3.75,4.95
20260318_233216,2026-03-18 23:33:11,119,Rivervale Plaza,FairPrice,"118 Rivervale Dr #01-08, Rivervale Plaza, 540118",1.38493202140034,103.901558018666,-1,-1,0,0
20260318_233216,2026-03-18 23:33:12,120,Rivervale Mall,FairPrice,"11 Rivervale Crescent, #03-01 Rivervale Mall, 545082",1.392,103.90498,69,69,3.75,4.95
20260318_233216,2026-03-18 23:33:12,121,Yishun Ring Rd,FairPrice,"Blk 414 Yishun Ring Rd, #01-1853, 760414",1.42939,103.83509,-1,-1,0,0
20260318_233216,2026-03-18 23:33:13,122,Toa Payoh HDB Hub,FairPrice,"Blk 500 Lorong 6 Toa Payoh, #B1-32/#01-33, 310500",1.33285542884681,103.847092284316,-1,-1,0,0
20260318_233216,2026-03-18 23:33:13,123,Khatib,FairPrice,"Blk 849 Yishun Ring Rd, #01-3701/#01-3703, 760849",1.4169831658118,103.835218177871,-1,-1,0,0
20260318_233216,2026-03-18 23:33:14,124,Orchard Grand Court,FairPrice,"131 Killiney Rd #01-01/02/03, Orchard Grand Court, 239571",1.29731616717126,103.838541255824,61,61,3.75,4.95
20260318_233216,2026-03-18 23:33:14,125,Junction 8,FairPrice,9 Bishan Place #B1-01 Junction 8 Shopping Centre 579837,1.35042215656701,103.848826189269,21,21,3.75,4.95
20260318_233216,2026-03-18 23:33:15,126,The Woodgrove,FairPrice Finest,"30 Woodlands Ave 1 #01-11 The Woodgrove, 739065",1.42872,103.78114,0,0,3.75,4.95
20260318_233216,2026-03-18 23:33:15,127,Bukit Batok East,FairPrice,"Blk 280 Bukit Batok East Ave 3, #01-315, 650280",1.34770147739311,103.757044558452,-1,-1,0,0
20260318_233216,2026-03-18 23:33:16,128,Senja Grand,FairPrice,"Blk 628 Senja Rd, #01-01, Senja Grand, 673628",1.38512867383046,103.760410617887,-1,-1,0,0
20260318_233216,2026-03-18 23:33:16,129,Dawson Place,FairPrice,"Blk 57 Dawson Rd, #01-07 Dawson Place, 142057",1.2928,103.81093,62,62,3.75,4.95
20260318_233216,2026-03-18 23:33:17,130,Tiong Bahru Plaza,FairPrice Finest,"302 Tiong Bahru Rd #B1-122 Tiong Bahru Plaza, 168732",1.28646345355064,103.826935079694,95,95,3.75,4.95
20260318_233216,2026-03-18 23:33:17,131,Depot,FairPrice,"Blk 108 Depot Rd #01-01, Depot Heights Shopping Centre, 108108",1.28084469467756,103.810292618353,57,57,3.75,4.95
20260318_233216,2026-03-18 23:33:18,132,Punggol Plaza,FairPrice,"168 Punggol Field Rd, Punggol Plaza #03-01/02, 820168",1.40511,103.90867,42,42,3.75,4.95
20260318_233216,2026-03-18 23:33:18,133,Tampines Blk 138,FairPrice,"Blk 138 Tampines St 11, #01-136, 521138",1.34550450627724,103.944558355383,-1,-1,0,0
20260318_233216,2026-03-18 23:33:19,134,Chai Chee,FairPrice,"Blk 29B Chai Chee Avenue, #01-62, 462029",1.3241399156082,103.923969688386,-1,-1,0,0
20260318_233216,2026-03-18 23:33:20,135,Serangoon Central,FairPrice,Blk 253 Serangoon Central Drive #01-241 550253,1.35403939780038,103.870851534185,36,36,3.75,4.95
20260318_233216,2026-03-18 23:33:20,136,Siglap New Market,FairPrice,934 East Coast Road Siglap New Market 459125,1.31230757275549,103.92523456756,-1,-1,0,0
20260318_233216,2026-03-18 23:33:21,137,Pasir Ris West Plaza,FairPrice,"Blk 734 Pasir Ris St 72 #01-37, Pasir Ris West Plaza, 510734",1.37976754317116,103.936207567321,117,117,3.75,4.95
20260318_233216,2026-03-18 23:33:22,138,AMK Hub,FairPrice Xtra,"53 Ang Mo Kio Ave 3, #B2-40 Ang Mo Kio Hub, 569933",1.36938922690344,103.84847796594,14,14,3.75,4.95
20260318_233216,2026-03-18 23:33:22,139,Square 2,FairPrice Finest,"10 Sinaran Dr #04-46/47/48/49, Square 2, 307506",1.32044103104797,103.844192628979,0,0,3.75,4.95
20260318_233216,2026-03-18 23:33:23,140,Tampines CC,FairPrice,"Blk 866A Tampines St 83, #01-01, 521866",1.35542177253675,103.934315234737,70,70,3.75,4.95
20260318_233216,2026-03-18 23:33:23,141,Cambridge Blk 43,FairPrice,"Blk 43 Cambridge Road, #01-15, 210043",1.31536302699791,103.849434501824,18,18,3.75,4.95
20260318_233216,2026-03-18 23:33:24,142,Downtown East,FairPrice,e! Hub Downtown East 1 Pasir Ris Close #02-127 519599,1.3791271787808,103.955444758145,106,106,3.75,4.95
20260318_233216,2026-03-18 23:33:24,143,Stirling Road,FairPrice,"Blk 170 Stirling Road, #01-1147, 140170",1.29090918077067,103.80107626115,0,0,3.75,4.95
20260318_233216,2026-03-18 23:33:25,144,Jalan Tiga,FairPrice,"Blk 41 Jalan Tiga, #01-05, 390041",1.3078273680821,103.884763845679,-1,-1,0,0
20260318_233216,2026-03-18 23:33:25,145,NEPTUNE COURT CHEERS,Click and Collect,"#01-33, Neptune Court, 10 Marine Vista, 449034",1.30634111170422,103.9129618018348,-1,-1,0,0
20260318_233216,2026-03-18 23:33:26,146,Tampines Blk 107,Click and Collect,"Blk 107 Tampines St 11, #01-353/355/357/359, 521107",1.34536421471072,103.948158723814,-1,-1,0,0
20260318_233216,2026-03-18 23:33:26,147,ANG MO KIO AVE 8 FAIRPRICE EXPRESS,Click and Collect,2225 Ang Mo Kio Avenue 8 569810,1.36257285737839,103.852539960282,-1,-1,0,0
20260318_233216,2026-03-18 23:33:27,148,TAMPINES AVE 7 FAIRPRICE EXPRESS,Click and Collect,"9 Tampines Ave 7, 529619",1.35755,103.95893,-1,-1,0,0
20260318_233216,2026-03-18 23:33:27,149,EAST COAST FAIRPRICE EXPRESS,Click and Collect,239/255 East Coast Road 428932,1.30831,103.90799,-1,-1,0,0
20260318_233216,2026-03-18 23:33:28,151,PEACE CENTRE FAIRPRICE EXPRESS,Click and Collect,"1 Sophia Road, #01-18, Peace Centre, 228149",1.30121862271795,103.849592475825,-1,-1,0,0
20260318_233216,2026-03-18 23:33:28,152,MACPHERSON FAIRPRICE EXPRESS,Click and Collect,"110/114 MacPherson Road, 348501",1.32869,103.87188,-1,-1,0,0
20260318_233216,2026-03-18 23:33:29,154,VISTA POINT CHEERS,Click and Collect,"#01-06, VISTA POINT, Block 548 Woodlands Drive 44, 730548",1.43044361849124,103.793804884379,-1,-1,0,0
20260318_233216,2026-03-18 23:33:29,155,TOA PAYOH 2 FAIRPRICE EXPRESS,Click and Collect,399 Toa Payoh Lorong 2 319640,1.33632,103.84626,-1,-1,0,0
20260318_233216,2026-03-18 23:33:30,156,Hillion Mall,FairPrice,"17 Petir Road, #B2-67, 678278",1.37834972034942,103.76274117487,7,7,3.75,4.95
20260318_233216,2026-03-18 23:33:30,157,UPPER CHANGI RD FAIRPRICE EXPRESS,Click and Collect,955 Upper Changi Road North 507662,1.35981446751057,103.969700566122,-1,-1,0,0
20260318_233216,2026-03-18 23:33:30,158,NUS FAIRPRICE EXPRESS,Click and Collect,"#01-05, No. 2 College Avenue West #01-05, 138607",1.30597,103.77294,-1,-1,0,0
20260318_233216,2026-03-18 23:33:31,159,CHOA CHU KANG FAIRPRICE EXPRESS,Click and Collect,"31 Choa Chu Kang Way, 688786",1.37783,103.7501,-1,-1,0,0
20260318_233216,2026-03-18 23:33:32,160,LORONG CHUAN FAIRPRICE EXPRESS,Click and Collect,384 Lorong Chuan 556810,1.36237,103.86811,-1,-1,0,0
20260318_233216,2026-03-18 23:33:32,161,YIO CHU KANG RD CHEERS 160,Click and Collect,160 Yio Chu Kang Road 545614,1.36100845388431,103.873199125258,-1,-1,0,0
20260318_233216,2026-03-18 23:33:33,162,TAMAN JURONG SHOPPING CENTRE,Click and Collect,"#01-35, blk 399 Yung Sheng Rd, 610399",1.33482,103.72045,-1,-1,0,0
20260318_233216,2026-03-18 23:33:33,163,Bedok Reservoir Rd,FairPrice,"Blk 745 Bedok Reservoir Rd, #01-3015, 470745",1.33737622539858,103.921741211998,-1,-1,0,0
20260318_233216,2026-03-18 23:33:33,164,UPPER THOMSON CHEERS,Click and Collect,594 Upper Thomson Road 574420,1.37305526504889,103.828947502264,-1,-1,0,0
20260318_233216,2026-03-18 23:33:34,165,FairPrice PFC,,"1 Joo Koon Cir, Singapore 629117",1.3271618610269,103.678279283036,438,438,3.75,4.95
20260318_233216,2026-03-18 23:33:34,166,Funan Mall,FairPrice Finest,6 Raffles Quay Singapore 048580,1.28181247914636,103.85138450513,4,4,3.75,4.95
20260318_233216,2026-03-18 23:33:35,167,VivoCity,FairPrice Xtra,"1 HarbourFront Walk, #B2-23/#01-23, VivoCity, 098585",1.2643737,103.8223184,6,6,3.75,4.95
20260318_233216,2026-03-18 23:33:36,168,Woodlands Civic Centre,FairPrice,900 South Woodlands Drive #B1-01 Woodlands Civic Centre 730900,1.4350778940091,103.786619615641,2,2,3.75,4.95
20260318_233216,2026-03-18 23:33:36,169,Toa Payoh Lorong 4,FairPrice,"Blk 192 Toa Payoh Lorong 4, #01-670/672, 310192",1.33160440678674,103.85051153757,16,16,3.75,4.95
20260318_233216,2026-03-18 23:33:37,170,Hyper VivoCity (FFS),FairPrice Xtra,1 Harbourfront Walk Singapore 098585,1.26431382492761,103.82207343835,5,6,3.75,4.95
20260318_233216,2026-03-18 23:33:37,173,FairPrice Xtra JEM,FairPrice Xtra,"#B1-21/22 & B3-01, 50 Jurong Gateway Road, 608549",1.33329334473462,103.743278742341,6,6,3.75,4.95
20260318_233216,2026-03-18 23:33:38,174,PUNGGOL DRIVE OASIS,FairPrice,B1-01 Oasis Terraces 681 Punggol Drive Oasis Terraces 820681,1.40259581502678,103.912962428692,192,192,3.75,4.95
20260318_233216,2026-03-18 23:33:38,175,POIZ,FairPrice,"51, Upper Serangoon road, #01-30 to 32, 41 to 49, The POIZ Centre S(347697)",1.33149708073624,103.86821402533,0,0,3.75,4.95
20260318_233216,2026-03-18 23:33:39,176,Paya Lebar Quarter,FairPrice Finest,"10 Paya Lebar Road, #B2-09 Paya Lebar Quarter, Singapore, 409057",1.31756115921,103.892836694432,2,2,3.75,4.95
